Loadout_Option_ID,Weapon_ID,Weapon_Role,Sort_Order
OUTRIDERS__SERGEANT_MELEE__POWER,OUTRIDER_POWER_WEAPON,SELECTED,1
OUTRIDERS__SERGEANT_MELEE__POWER,ASSAULT_INTERCESSORS_CHAINSWORD,PRESERVE,90
OUTRIDERS__SERGEANT_MELEE__HAMMER,INTERCESSORS_THUNDER_HAMMER,SELECTED,1
OUTRIDERS__SERGEANT_MELEE__HAMMER,ASSAULT_INTERCESSORS_CHAINSWORD,PRESERVE,90
OUTRIDERS__PLASMA_SLOT__PLASMA,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
OUTRIDERS__PLASMA_SLOT__PLASMA,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
OUTRIDERS__PLASMA_SLOT__PLASMA,HEAVY_BOLT_PISTOL,PRESERVE,90
ERAD_MELTA__MULTI_SLOT__MELTA,MELTA_RIFLE,SELECTED,1
ERAD_MELTA__MULTI_SLOT__MELTA,ERADICATOR_MELTA_RIFLE_HUNTER,SELECTED,2
ERAD_MELTA__MULTI_SLOT__MULTI,MULTI_MELTA_ERADICATORS,SELECTED,1
ERAD_MELTA__MULTI_SLOT__MULTI,ERADICATOR_MULTI_MELTA_HUNTER,SELECTED,2
ERAD_MELTA__MULTI_SLOT__MULTI,MELTA_RIFLE,PRESERVE,90
ERAD_MELTA__MULTI_SLOT__MULTI,ERADICATOR_MELTA_RIFLE_HUNTER,PRESERVE,91
AGGRESSORS__MAIN_WEAPONS__FLAMESTORM,FLAMESTORM_GAUNTLETS_CLOSE_QUARTERS,SELECTED,1
AGGRESSORS__MAIN_WEAPONS__FLAMESTORM,FLAMESTORM_GAUNTLETS,SELECTED,2
AGGRESSORS__MAIN_WEAPONS__FLAMESTORM,TWIN_POWER_FISTS,PRESERVE,90
AGGRESSORS__MAIN_WEAPONS__BOLTSTORM,AUTO_BOLTSTORM_GAUNTLETS,SELECTED,1
AGGRESSORS__MAIN_WEAPONS__BOLTSTORM,FRAGSTORM_GRENADE_LAUNCHER,SELECTED,2
AGGRESSORS__MAIN_WEAPONS__BOLTSTORM,TWIN_POWER_FISTS,PRESERVE,90
INCEPTORS_PLASMA__INCEPTORS_LOADOUT__INCEPTORS_PLASMA_EXTERMINATORS,PLASMA_EXTERMINATORS_STANDARD,SELECTED,1
INCEPTORS_PLASMA__INCEPTORS_LOADOUT__INCEPTORS_PLASMA_EXTERMINATORS,PLASMA_EXTERMINATORS_SUPERCHARGE,SELECTED,2
INCEPTORS_PLASMA__INCEPTORS_LOADOUT__INCEPTORS_PLASMA_EXTERMINATORS,CERAMITE_FISTS_TROOPS,PRESERVE,90
INCEPTORS_PLASMA__INCEPTORS_LOADOUT__INCEPTORS_ASSAULT_BOLTERS,ASSAULT_BOLTERS,SELECTED,1
INCEPTORS_PLASMA__INCEPTORS_LOADOUT__INCEPTORS_ASSAULT_BOLTERS,CERAMITE_FISTS_TROOPS,PRESERVE,90
TERMINATORS__SERGEANT_MELEE__POWER_FIST,POWER_FIST_TERMINATORS,SELECTED,1
TERMINATORS__SERGEANT_MELEE__CHAINFIST,TERMINATOR_CHAINFIST_STANDARD,SELECTED,1
TERMINATORS__SERGEANT_MELEE__CHAINFIST,TERMINATOR_CHAINFIST_HUNTER,SELECTED,2
TERMINATORS__SERGEANT_MELEE__POWER_WEAPON,POWER_WEAPON_TERMINATOR_SERGEANT,SELECTED,1
TERMINATORS__MODEL_MELEE__POWER_FIST,POWER_FIST_TERMINATORS,SELECTED,1
TERMINATORS__MODEL_MELEE__CHAINFIST,TERMINATOR_CHAINFIST_STANDARD,SELECTED,1
TERMINATORS__MODEL_MELEE__CHAINFIST,TERMINATOR_CHAINFIST_HUNTER,SELECTED,2
TERMINATORS__HEAVY_WEAPON__ASSAULT_CANNON,ASSAULT_CANNON_DEATHWING_TERMINATORS,SELECTED,1
TERMINATORS__HEAVY_WEAPON__ASSAULT_CANNON,STORM_BOLTER_TERMINATORS,PRESERVE,90
TERMINATORS__HEAVY_WEAPON__HEAVY_FLAMER,HEAVY_FLAMER_DEATHWING_TERMINATORS,SELECTED,1
TERMINATORS__HEAVY_WEAPON__HEAVY_FLAMER,STORM_BOLTER_TERMINATORS,PRESERVE,90
TERMINATORS__HEAVY_WEAPON__CYCLONE,CYCLONE_MISSLINE_FRAG,SELECTED,1
TERMINATORS__HEAVY_WEAPON__CYCLONE,CYCLONE_MISSLINE_KRAK,SELECTED,2
TERMINATORS__HEAVY_WEAPON__CYCLONE,STORM_BOLTER_TERMINATORS,PRESERVE,90
RHINO__HUNTER_KILLER__EQUIPPED,HUNTER_KILLER_MISSILE,SELECTED,1
RHINO__HUNTER_KILLER__EQUIPPED,STORM_BOLTER_TERMINATORS,PRESERVE,90
RHINO__HUNTER_KILLER__EQUIPPED,ARMOURED_TRACKS,PRESERVE,91
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLT_PISTOL,ABSOLVOR_BOLT_PISTOL,SELECTED,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLT_PISTOL,CROZIUS_ARCANUM,PRESERVE,90
IMPULSOR__AUX_SYSTEM__BELLICATUS,IMPULSOR_BELLICATUS_FRAG,SELECTED,1
IMPULSOR__AUX_SYSTEM__BELLICATUS,IMPULSOR_BELLICATUS_ICARUS,SELECTED,2
IMPULSOR__AUX_SYSTEM__BELLICATUS,IMPULSOR_BELLICATUS_KRAK,SELECTED,3
IMPULSOR__AUX_SYSTEM__SKYTALON,IMPULSOR_IRONHAIL_SKYTALON_ARRAY,SELECTED,1
IMPULSOR__MAIN_LAUNCHER__STORM_BOLTERS,STORM_BOLTERS_X2,SELECTED,1
IMPULSOR__MAIN_LAUNCHER__STORM_BOLTERS,ARMOURED_HULL,PRESERVE,90
IMPULSOR__MAIN_LAUNCHER__FRAGSTORM,IMPULSOR_FRAGSTORM_GRENADE_LAUNCHERS,SELECTED,1
IMPULSOR__MAIN_LAUNCHER__FRAGSTORM,ARMOURED_HULL,PRESERVE,90
IMPULSOR__HEAVY_STUBBER__EQUIPPED,IMPULSOR_IRONHAIL_HEAVY_STUBBER,SELECTED,1
FIRESTRIKE__MAIN_GUN__LAS_TALON,TWIN_FIRESTRIKE_LAS_TALON,SELECTED,1
FIRESTRIKE__MAIN_GUN__LAS_TALON,FIRESTRIKE_HOVERING_BULK,PRESERVE,90
FIRESTRIKE__MAIN_GUN__AUTOCANNON,TWIN_FIRESTRIKE_AUTOCANNON,SELECTED,1
FIRESTRIKE__MAIN_GUN__AUTOCANNON,FIRESTRIKE_HOVERING_BULK,PRESERVE,90
REPULSOR__MAIN_GUN__HOGC,HEAVY_ONSLAUGHT_GATLING_CANNON,SELECTED,1
REPULSOR__MAIN_GUN__LAS_TALON,LAS_TALON,SELECTED,1
REPULSOR__SECONDARY_GUN__TWIN_HEAVY_BOLTER,TWIN_HEAVY_BOLTER,SELECTED,1
REPULSOR__SECONDARY_GUN__TWIN_LASCANNON,TWIN_LASCANNON,SELECTED,1
REPULSOR_EXECUTIONER__MAIN_GUN__HEAVY_LASER,HEAVY_LASER_DESTROYER,SELECTED,1
REPULSOR_EXECUTIONER__MAIN_GUN__MACRO_PLASMA,MACRO_PLASMA_INCINERATOR_STANDARD,SELECTED,1
REPULSOR_EXECUTIONER__MAIN_GUN__MACRO_PLASMA,MACRO_PLASMA_INCINERATOR_SUPERCHARGE,SELECTED,2
LAND_RAIDER__HUNTER_KILLER__EQUIPPED,HUNTER_KILLER_MISSILE,SELECTED,1
LAND_RAIDER__MULTI_MELTA__EQUIPPED,MULTI_MELTA_ERADICATORS,SELECTED,1
LAND_RAIDER__STORM_BOLTER__EQUIPPED,STORM_BOLTER_TERMINATORS,SELECTED,1
LAND_RAIDER_CRUSADER__HUNTER_KILLER__EQUIPPED,HUNTER_KILLER_MISSILE,SELECTED,1
LAND_RAIDER_CRUSADER__MULTI_MELTA__EQUIPPED,LAND_RAIDER_CRUSADER_MULTI_MELTA,SELECTED,1
LAND_RAIDER_CRUSADER__STORM_BOLTER__EQUIPPED,STORM_BOLTER_TERMINATORS,SELECTED,1
LAND_RAIDER_REDEEMER__HUNTER_KILLER__EQUIPPED,HUNTER_KILLER_MISSILE,SELECTED,1
LAND_RAIDER_REDEEMER__MULTI_MELTA__EQUIPPED,MULTI_MELTA_ERADICATORS,SELECTED,1
LAND_RAIDER_REDEEMER__STORM_BOLTER__EQUIPPED,STORM_BOLTER_TERMINATORS,SELECTED,1
REDEMPTOR_PLASMA__REDEMPTOR_MAIN_GUN__REDEMPTOR_HEAVY_ONSLAUGHT,HEAVY_ONSLAUGHT_GATLING_CANNON,SELECTED,1
REDEMPTOR_PLASMA__REDEMPTOR_MAIN_GUN__REDEMPTOR_HEAVY_ONSLAUGHT,REDEMPTOR_FIST,PRESERVE,90
REDEMPTOR_PLASMA__REDEMPTOR_MAIN_GUN__REDEMPTOR_MACRO_PLASMA,MACRO_PLASMA_INCINERATOR_STANDARD,SELECTED,1
REDEMPTOR_PLASMA__REDEMPTOR_MAIN_GUN__REDEMPTOR_MACRO_PLASMA,MACRO_PLASMA_INCINERATOR_SUPERCHARGE,SELECTED,2
REDEMPTOR_PLASMA__REDEMPTOR_MAIN_GUN__REDEMPTOR_MACRO_PLASMA,REDEMPTOR_FIST,PRESERVE,90
REDEMPTOR__AUX_GUN__FRAGSTORM,FRAGSTORM_GRENADE_LAUNCHER,SELECTED,1
REDEMPTOR__AUX_GUN__STORM_BOLTERS,STORM_BOLTERS_X2,SELECTED,1
REDEMPTOR__SECONDARY__HEAVY_FLAMER,HEAVY_FLAMER_DEATHWING_TERMINATORS,SELECTED,1
REDEMPTOR__SECONDARY__ONSLAUGHT,ONSLAUGHT_GATLING_CANNON,SELECTED,1
REDEMPTOR__ICARUS__EQUIPPED,ICARUS_ROCKET_POD,SELECTED,1
BRUTALIS__ARMS__FISTS,BRUTALIS_BOLT_RIFLES,SELECTED,1
BRUTALIS__ARMS__FISTS,BRUTALIS_FISTS,SELECTED,2
BRUTALIS__ARMS__TALONS,BRUTALIS_TALONS,SELECTED,1
BRUTALIS__GUN__HEAVY_BOLTER,TWIN_HEAVY_BOLTER,SELECTED,1
BRUTALIS__GUN__MULTI_MELTA,TWIN_MULTI_MELTA,SELECTED,1
LAND_SPEEDER__MAIN_WEAPON__ONSLAUGHT,ONSLAUGHT_GATLING_CANNON,SELECTED,1
LAND_SPEEDER__MAIN_WEAPON__PYRECANNON,STERNGUARD_PYRECANNON,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_DEFAULT,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,SELECTED,2
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_CHAIN,GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET_MELEE,SELECTED,2
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_BLADE,GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET_MELEE,SELECTED,2
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_FIST,GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET_MELEE,SELECTED,2
CAPTAIN_IN_TERMINATOR_ARMOUR__CAPTAIN_TERM_RANGED__CAPTAIN_TERM_COMBI,CAPTAIN_TERM_COMBI_INFERNUS,SELECTED,1
CAPTAIN_IN_TERMINATOR_ARMOUR__CAPTAIN_TERM_RANGED__CAPTAIN_TERM_COMBI,CAPTAIN_TERM_COMBI_PURGATUS,SELECTED,2
CAPTAIN_IN_TERMINATOR_ARMOUR__CAPTAIN_TERM_RANGED__CAPTAIN_TERM_COMBI,CAPTAIN_TERM_COMBI_DAMNATUS,SELECTED,3
