Loadout_Option_ID,Unit_ID,Option_Group_ID,Group_Label,Option_ID,Option_Name,Default,Sort_Order,Allocation_Mode,Allocation_Count,Max_Per_Unit,Points_Per_Model,Display_Section,Display_Order
INFILTRATORS__HELIX__EQUIPPED,INFILTRATORS,HELIX_GAUNTLET,Helix Gauntlet,EQUIPPED,Helix Gauntlet,FALSE,2,UNIT,,1,,,
BLADEGUARD__SERGEANT_PISTOL__HBP,BLADEGUARD_VETS,SERGEANT_PISTOL,Sergeant Pistol,HBP,Heavy Bolt Pistol,TRUE,1,UNIT,,,,,
BLADEGUARD__SERGEANT_PISTOL__NEO_VOLKITE,BLADEGUARD_VETS,SERGEANT_PISTOL,Sergeant Pistol,NEO_VOLKITE,Neo-volkite Pistol,FALSE,2,UNIT,,,,,
BLADEGUARD__SERGEANT_PISTOL__PLASMA,BLADEGUARD_VETS,SERGEANT_PISTOL,Sergeant Pistol,PLASMA,Plasma Pistol,FALSE,3,UNIT,,,,,
STERNGUARD__SERGEANT_MELEE__CHAIN,STERNGUARD_VETS,SERGEANT_MELEE,Sergeant Melee,CHAIN,Chainsword,TRUE,1,UNIT,,,,,
STERNGUARD__SERGEANT_MELEE__POWER_FIST,STERNGUARD_VETS,SERGEANT_MELEE,Sergeant Melee,POWER_FIST,Power Fist,FALSE,2,UNIT,,,,,
STERNGUARD__SERGEANT_MELEE__POWER_WEAPON,STERNGUARD_VETS,SERGEANT_MELEE,Sergeant Melee,POWER_WEAPON,Power Weapon,FALSE,3,UNIT,,,,,
STERNGUARD__SPECIAL_WEAPON__NONE,STERNGUARD_VETS,SPECIAL_WEAPON,Veteran Special Weapon,NONE,Artificer Firearm,TRUE,1,UNIT,,,,,
STERNGUARD__SPECIAL_WEAPON__HEAVY_BOLTER,STERNGUARD_VETS,SPECIAL_WEAPON,Veteran Special Weapon,HEAVY_BOLTER,Heavy Bolter (1 per 5 models),FALSE,2,UNIT,,2,,,
STERNGUARD__SPECIAL_WEAPON__PYRECANNON,STERNGUARD_VETS,SPECIAL_WEAPON,Veteran Special Weapon,PYRECANNON,Pyrecannon (1 per 5 models),FALSE,3,UNIT,,2,,,
VANGUARD__SERGEANT_RANGED__HBP,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,SERGEANT_RANGED,Sergeant Ranged,HBP,Heavy Bolt Pistol,TRUE,1,UNIT,,,,,
VANGUARD__SERGEANT_RANGED__PLASMA,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,SERGEANT_RANGED,Sergeant Ranged,PLASMA,Plasma Pistol,FALSE,2,UNIT,,,,,
VANGUARD__SERGEANT_RANGED__SHIELD,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,SERGEANT_RANGED,Sergeant Ranged,SHIELD,Combat Shield,FALSE,3,UNIT,,,,,
VANGUARD__SERGEANT_MELEE__RELIC,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,SERGEANT_MELEE,Sergeant Melee,RELIC,Relic Blade,TRUE,1,UNIT,,,,,
VANGUARD__SERGEANT_MELEE__FIST,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,SERGEANT_MELEE,Sergeant Melee,FIST,Power Fist,FALSE,2,UNIT,,,,,
VANGUARD__SERGEANT_MELEE__HAMMER,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,SERGEANT_MELEE,Sergeant Melee,HAMMER,Thunder Hammer,FALSE,3,UNIT,,,,,
VANGUARD__VETERAN_RANGED__HBP,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,VETERAN_RANGED,Veteran Ranged,HBP,Heavy Bolt Pistol,TRUE,1,PER_MODEL,,,,,
VANGUARD__VETERAN_RANGED__PLASMA,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,VETERAN_RANGED,Veteran Ranged,PLASMA,Plasma Pistol (up to 2 per 5 models),FALSE,2,PER_MODEL,,4,,,
VANGUARD__VETERAN_RANGED__SHIELD,VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,VETERAN_RANGED,Veteran Ranged,SHIELD,Combat Shield,FALSE,3,PER_MODEL,,,,,
REIVERS__GRAV_CHUTES__NONE,REIVERS,GRAV_CHUTES,Grav-chutes,NONE,No Grav-chutes,TRUE,1,UNIT,,,,,
REIVERS__GRAV_CHUTES__YES,REIVERS,GRAV_CHUTES,Grav-chutes,YES,Grav-chutes,FALSE,2,UNIT,,,,,
REIVERS__GRAPNEL__NONE,REIVERS,GRAPNEL,Grapnel Launchers,NONE,No Grapnel Launchers,TRUE,1,UNIT,,,,,
REIVERS__GRAPNEL__YES,REIVERS,GRAPNEL,Grapnel Launchers,YES,Grapnel Launchers,FALSE,2,UNIT,,,,,
SCOUTS__SERGEANT_RANGED__BOLTGUN,SCOUTS,SERGEANT_RANGED,Sergeant Ranged,BOLTGUN,Boltgun,TRUE,1,UNIT,,,,,
SCOUTS__SERGEANT_RANGED__SHOTGUN,SCOUTS,SERGEANT_RANGED,Sergeant Ranged,SHOTGUN,Shotgun,FALSE,2,UNIT,,,,,
SCOUTS__SERGEANT_MELEE__KNIFE,SCOUTS,SERGEANT_MELEE,Sergeant Melee,KNIFE,Combat Knife,TRUE,1,UNIT,,,,,
SCOUTS__SERGEANT_MELEE__CHAIN,SCOUTS,SERGEANT_MELEE,Sergeant Melee,CHAIN,Chainsword,FALSE,2,UNIT,,,,,
SCOUTS__MODEL_RANGED__BOLTGUN,SCOUTS,MODEL_RANGED,Scout Ranged,BOLTGUN,Boltgun,TRUE,1,PER_MODEL,,,,,
SCOUTS__MODEL_RANGED__SHOTGUN,SCOUTS,MODEL_RANGED,Scout Ranged,SHOTGUN,Shotgun,FALSE,2,PER_MODEL,,,,,
SCOUTS__SNIPER_SLOT__NONE,SCOUTS,SNIPER_SLOT,Sniper Rifle,NONE,No Sniper Rifle,TRUE,1,UNIT,,2,,,
SCOUTS__SNIPER_SLOT__SNIPER,SCOUTS,SNIPER_SLOT,Sniper Rifle,SNIPER,Sniper Rifle (1 per 5 models),FALSE,2,UNIT,,2,,,
SCOUTS__HEAVY_SLOT__NONE,SCOUTS,HEAVY_SLOT,Heavy Weapon,NONE,No Heavy Weapon,TRUE,1,UNIT,,2,,,
SCOUTS__HEAVY_SLOT__BOLTER,SCOUTS,HEAVY_SLOT,Heavy Weapon,BOLTER,Heavy Bolter (1 per 5 models),FALSE,2,UNIT,,2,,,
SCOUTS__HEAVY_SLOT__MISSILE,SCOUTS,HEAVY_SLOT,Heavy Weapon,MISSILE,Missile Launcher (1 per 5 models),FALSE,3,UNIT,,2,,,
ELIMINATORS__MODELS__SNIPER,ELIMINATOR_SQUAD,MODELS_RIFLE,Eliminator Rifles,SNIPER,Bolt Sniper Rifle,TRUE,1,PER_MODEL,,,,,
ELIMINATORS__MODELS__LAS,ELIMINATOR_SQUAD,MODELS_RIFLE,Eliminator Rifles,LAS,Las Fusil,FALSE,2,PER_MODEL,,,,,
ELIMINATORS__SERGEANT__SNIPER,ELIMINATOR_SQUAD,SERGEANT_RIFLE,Sergeant Rifle,SNIPER,Bolt Sniper Rifle,TRUE,1,UNIT,,,,,
ELIMINATORS__SERGEANT__INSTIGATOR,ELIMINATOR_SQUAD,SERGEANT_RIFLE,Sergeant Rifle,INSTIGATOR,Instigator Bolt Carbine,FALSE,2,UNIT,,,,,
ELIMINATORS__SERGEANT__LAS,ELIMINATOR_SQUAD,SERGEANT_RIFLE,Sergeant Rifle,LAS,Las Fusil,FALSE,3,UNIT,,,,,
OUTRIDERS__SERGEANT_MELEE__CHAIN,OUTRIDER_SQUAD,SERGEANT_MELEE,Sergeant Melee,CHAIN,Chainsword,TRUE,1,UNIT,,,,,
OUTRIDERS__SERGEANT_MELEE__POWER,OUTRIDER_SQUAD,SERGEANT_MELEE,Sergeant Melee,POWER,Power Weapon,FALSE,2,UNIT,,,,,
OUTRIDERS__SERGEANT_MELEE__HAMMER,OUTRIDER_SQUAD,SERGEANT_MELEE,Sergeant Melee,HAMMER,Thunder Hammer,FALSE,3,UNIT,,,,,
OUTRIDERS__PLASMA_SLOT__HBP,OUTRIDER_SQUAD,PLASMA_SLOT,Pistol Upgrade,HBP,Heavy Bolt Pistol,TRUE,1,UNIT,,2,,,
OUTRIDERS__PLASMA_SLOT__PLASMA,OUTRIDER_SQUAD,PLASMA_SLOT,Pistol Upgrade,PLASMA,Plasma Pistol (1 per 3 models),FALSE,2,UNIT,,2,,,
ERAD_MELTA__MULTI_SLOT__MELTA,ERADICATOR_SQUAD_MELTA,MULTI_SLOT,Melta Upgrade,MELTA,Melta Rifle,TRUE,1,UNIT,,2,,,
ERAD_MELTA__MULTI_SLOT__MULTI,ERADICATOR_SQUAD_MELTA,MULTI_SLOT,Melta Upgrade,MULTI,Multi-melta (1 per 3 models),FALSE,2,UNIT,,2,,,
AGGRESSORS__MAIN_WEAPONS__FLAMESTORM,AGGRESSORS,MAIN_WEAPONS,Main Weapons,FLAMESTORM,Flamestorm Gauntlets,TRUE,1,UNIT,,,,,
AGGRESSORS__MAIN_WEAPONS__BOLTSTORM,AGGRESSORS,MAIN_WEAPONS,Main Weapons,BOLTSTORM,Auto Boltstorm Gauntlets + Fragstorm Grenade Launcher,FALSE,2,UNIT,,,,,
TERMINATORS__SERGEANT_MELEE__POWER_FIST,TERMINATOR_SQUAD,SERGEANT_MELEE,Sergeant Melee,POWER_FIST,Power Fist,TRUE,1,UNIT,,,,Sergeant,70
TERMINATORS__SERGEANT_MELEE__CHAINFIST,TERMINATOR_SQUAD,SERGEANT_MELEE,Sergeant Melee,CHAINFIST,Chainfist,FALSE,2,UNIT,,,,Sergeant,70
TERMINATORS__SERGEANT_MELEE__POWER_WEAPON,TERMINATOR_SQUAD,SERGEANT_MELEE,Sergeant Melee,POWER_WEAPON,Power Weapon,FALSE,3,UNIT,,,,Sergeant,70
TERMINATORS__MODEL_MELEE__POWER_FIST,TERMINATOR_SQUAD,MODEL_MELEE,Terminator Melee,POWER_FIST,Power Fist,TRUE,1,PER_MODEL,,,,Terminators,30
TERMINATORS__MODEL_MELEE__CHAINFIST,TERMINATOR_SQUAD,MODEL_MELEE,Terminator Melee,CHAINFIST,Chainfist,FALSE,2,PER_MODEL,,,,Terminators,30
TERMINATORS__HEAVY_WEAPON__NONE,TERMINATOR_SQUAD,HEAVY_WEAPON,Heavy Weapon,NONE,No Heavy Weapon,TRUE,1,UNIT,,2,,Terminators,35
TERMINATORS__HEAVY_WEAPON__ASSAULT_CANNON,TERMINATOR_SQUAD,HEAVY_WEAPON,Heavy Weapon,ASSAULT_CANNON,Assault Cannon (1 per 5 models),FALSE,2,UNIT,,2,,Terminators,35
TERMINATORS__HEAVY_WEAPON__HEAVY_FLAMER,TERMINATOR_SQUAD,HEAVY_WEAPON,Heavy Weapon,HEAVY_FLAMER,Heavy Flamer (1 per 5 models),FALSE,3,UNIT,,2,,Terminators,35
TERMINATORS__HEAVY_WEAPON__CYCLONE,TERMINATOR_SQUAD,HEAVY_WEAPON,Heavy Weapon,CYCLONE,Cyclone Missile Launcher + Storm Bolter (1 per 5 models),FALSE,4,UNIT,,2,10,Terminators,35
RHINO__HUNTER_KILLER__NONE,RHINO,HUNTER_KILLER,Hunter-killer Missile,NONE,No Hunter-killer Missile,TRUE,1,UNIT,,1,,,
RHINO__HUNTER_KILLER__EQUIPPED,RHINO,HUNTER_KILLER,Hunter-killer Missile,EQUIPPED,Hunter-killer Missile,FALSE,2,UNIT,,1,,,
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLT_PISTOL,CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_BOLT_PISTOL,Bolt Pistol,TRUE,1,UNIT,,,,,
IMPULSOR__AUX_SYSTEM__NONE,IMPULSOR_Orbital,AUX_SYSTEM,Auxiliary System,NONE,None,TRUE,1,UNIT,,1,,,
IMPULSOR__AUX_SYSTEM__BELLICATUS,IMPULSOR_Orbital,AUX_SYSTEM,Auxiliary System,BELLICATUS,Bellicatus Missile Array,FALSE,2,UNIT,,1,,,
IMPULSOR__AUX_SYSTEM__ORBITAL_COMMS,IMPULSOR_Orbital,AUX_SYSTEM,Auxiliary System,ORBITAL_COMMS,Orbital Comms Array,FALSE,3,UNIT,,1,,,
IMPULSOR__AUX_SYSTEM__SKYTALON,IMPULSOR_Orbital,AUX_SYSTEM,Auxiliary System,SKYTALON,Ironhail Skytalon Array,FALSE,4,UNIT,,1,,,
IMPULSOR__AUX_SYSTEM__SHIELD_DOME,IMPULSOR_Orbital,AUX_SYSTEM,Auxiliary System,SHIELD_DOME,Shield Dome,FALSE,5,UNIT,,1,,,
IMPULSOR__MAIN_LAUNCHER__STORM_BOLTERS,IMPULSOR_Orbital,MAIN_LAUNCHER,Storm Bolter Replacement,STORM_BOLTERS,Storm Bolters,TRUE,1,UNIT,,1,,,
IMPULSOR__MAIN_LAUNCHER__FRAGSTORM,IMPULSOR_Orbital,MAIN_LAUNCHER,Storm Bolter Replacement,FRAGSTORM,Fragstorm Grenade Launchers,FALSE,2,UNIT,,1,,,
IMPULSOR__HEAVY_STUBBER__NONE,IMPULSOR_Orbital,HEAVY_STUBBER,Ironhail Heavy Stubber,NONE,No Ironhail Heavy Stubber,TRUE,1,UNIT,,1,,,
IMPULSOR__HEAVY_STUBBER__EQUIPPED,IMPULSOR_Orbital,HEAVY_STUBBER,Ironhail Heavy Stubber,EQUIPPED,Ironhail Heavy Stubber,FALSE,2,UNIT,,1,,,
FIRESTRIKE__MAIN_GUN__LAS_TALON,FIRESTRIKE_SERVO_TURRETS,MAIN_GUN,Main Gun,LAS_TALON,Twin Firestrike Las-talon,TRUE,1,PER_MODEL,,,,,
FIRESTRIKE__MAIN_GUN__AUTOCANNON,FIRESTRIKE_SERVO_TURRETS,MAIN_GUN,Main Gun,AUTOCANNON,Twin Firestrike Autocannon,FALSE,2,PER_MODEL,,,,,
REPULSOR__MAIN_GUN__HOGC,REPULSOR,MAIN_GUN,Main Gun,HOGC,Heavy Onslaught Gatling Cannon,TRUE,1,UNIT,,1,,,
REPULSOR__MAIN_GUN__LAS_TALON,REPULSOR,MAIN_GUN,Main Gun,LAS_TALON,Las-talon,FALSE,2,UNIT,,1,,,
REPULSOR__SECONDARY_GUN__TWIN_HEAVY_BOLTER,REPULSOR,SECONDARY_GUN,Secondary Gun,TWIN_HEAVY_BOLTER,Twin Heavy Bolter,TRUE,1,UNIT,,1,,,
REPULSOR__SECONDARY_GUN__TWIN_LASCANNON,REPULSOR,SECONDARY_GUN,Secondary Gun,TWIN_LASCANNON,Twin Lascannon,FALSE,2,UNIT,,1,,,
REPULSOR_EXECUTIONER__MAIN_GUN__HEAVY_LASER,REPULSOR_EXECUTIONER,MAIN_GUN,Main Gun,HEAVY_LASER,Heavy Laser Destroyer,TRUE,1,UNIT,,1,,,
REPULSOR_EXECUTIONER__MAIN_GUN__MACRO_PLASMA,REPULSOR_EXECUTIONER,MAIN_GUN,Main Gun,MACRO_PLASMA,Macro Plasma Incinerator,FALSE,2,UNIT,,1,,,
LAND_RAIDER__HUNTER_KILLER__NONE,LAND_RAIDER,HUNTER_KILLER,Hunter-killer Missile,NONE,No Hunter-killer Missile,TRUE,1,UNIT,,1,,,
LAND_RAIDER__HUNTER_KILLER__EQUIPPED,LAND_RAIDER,HUNTER_KILLER,Hunter-killer Missile,EQUIPPED,Hunter-killer Missile,FALSE,2,UNIT,,1,,,
LAND_RAIDER__MULTI_MELTA__NONE,LAND_RAIDER,MULTI_MELTA,Multi-melta,NONE,No Multi-melta,TRUE,1,UNIT,,1,,,
LAND_RAIDER__MULTI_MELTA__EQUIPPED,LAND_RAIDER,MULTI_MELTA,Multi-melta,EQUIPPED,Multi-melta,FALSE,2,UNIT,,1,,,
LAND_RAIDER__STORM_BOLTER__NONE,LAND_RAIDER,STORM_BOLTER,Storm Bolter,NONE,No Storm Bolter,TRUE,1,UNIT,,1,,,
LAND_RAIDER__STORM_BOLTER__EQUIPPED,LAND_RAIDER,STORM_BOLTER,Storm Bolter,EQUIPPED,Storm Bolter,FALSE,2,UNIT,,1,,,
LAND_RAIDER_CRUSADER__HUNTER_KILLER__NONE,LAND_RAIDER_CRUSADER,HUNTER_KILLER,Hunter-killer Missile,NONE,No Hunter-killer Missile,TRUE,1,UNIT,,1,,,
LAND_RAIDER_CRUSADER__HUNTER_KILLER__EQUIPPED,LAND_RAIDER_CRUSADER,HUNTER_KILLER,Hunter-killer Missile,EQUIPPED,Hunter-killer Missile,FALSE,2,UNIT,,1,,,
LAND_RAIDER_CRUSADER__MULTI_MELTA__NONE,LAND_RAIDER_CRUSADER,MULTI_MELTA,Multi-melta,NONE,No Multi-melta,TRUE,1,UNIT,,1,,,
LAND_RAIDER_CRUSADER__MULTI_MELTA__EQUIPPED,LAND_RAIDER_CRUSADER,MULTI_MELTA,Multi-melta,EQUIPPED,Multi-melta,FALSE,2,UNIT,,1,,,
LAND_RAIDER_CRUSADER__STORM_BOLTER__NONE,LAND_RAIDER_CRUSADER,STORM_BOLTER,Storm Bolter,NONE,No Storm Bolter,TRUE,1,UNIT,,1,,,
LAND_RAIDER_CRUSADER__STORM_BOLTER__EQUIPPED,LAND_RAIDER_CRUSADER,STORM_BOLTER,Storm Bolter,EQUIPPED,Storm Bolter,FALSE,2,UNIT,,1,,,
LAND_RAIDER_REDEEMER__HUNTER_KILLER__NONE,LAND_RAIDER_REDEEMER,HUNTER_KILLER,Hunter-killer Missile,NONE,No Hunter-killer Missile,TRUE,1,UNIT,,1,,,
LAND_RAIDER_REDEEMER__HUNTER_KILLER__EQUIPPED,LAND_RAIDER_REDEEMER,HUNTER_KILLER,Hunter-killer Missile,EQUIPPED,Hunter-killer Missile,FALSE,2,UNIT,,1,,,
LAND_RAIDER_REDEEMER__MULTI_MELTA__NONE,LAND_RAIDER_REDEEMER,MULTI_MELTA,Multi-melta,NONE,No Multi-melta,TRUE,1,UNIT,,1,,,
LAND_RAIDER_REDEEMER__MULTI_MELTA__EQUIPPED,LAND_RAIDER_REDEEMER,MULTI_MELTA,Multi-melta,EQUIPPED,Multi-melta,FALSE,2,UNIT,,1,,,
LAND_RAIDER_REDEEMER__STORM_BOLTER__NONE,LAND_RAIDER_REDEEMER,STORM_BOLTER,Storm Bolter,NONE,No Storm Bolter,TRUE,1,UNIT,,1,,,
LAND_RAIDER_REDEEMER__STORM_BOLTER__EQUIPPED,LAND_RAIDER_REDEEMER,STORM_BOLTER,Storm Bolter,EQUIPPED,Storm Bolter,FALSE,2,UNIT,,1,,,
REDEMPTOR__AUX_GUN__FRAGSTORM,REDEMPTOR_PLASMA,AUX_GUN,Auxiliary Gun,FRAGSTORM,Fragstorm Grenade Launchers,FALSE,1,UNIT,,1,,,
REDEMPTOR__AUX_GUN__STORM_BOLTERS,REDEMPTOR_PLASMA,AUX_GUN,Auxiliary Gun,STORM_BOLTERS,Storm Bolters,TRUE,2,UNIT,,1,,,
REDEMPTOR__SECONDARY__HEAVY_FLAMER,REDEMPTOR_PLASMA,SECONDARY,Secondary Weapon,HEAVY_FLAMER,Heavy Flamer,FALSE,1,UNIT,,1,,,
REDEMPTOR__SECONDARY__ONSLAUGHT,REDEMPTOR_PLASMA,SECONDARY,Secondary Weapon,ONSLAUGHT,Onslaught Gatling Cannon,TRUE,2,UNIT,,1,,,
REDEMPTOR__ICARUS__NONE,REDEMPTOR_PLASMA,ICARUS,Icarus Rocket Pod,NONE,No Icarus Rocket Pod,FALSE,1,UNIT,,1,,,
REDEMPTOR__ICARUS__EQUIPPED,REDEMPTOR_PLASMA,ICARUS,Icarus Rocket Pod,EQUIPPED,Icarus Rocket Pod,TRUE,2,UNIT,,1,,,
BRUTALIS__ARMS__FISTS,BRUTALIS,ARMS,Arm Weapons,FISTS,Bolt Rifles + Brutalis Fists,TRUE,1,UNIT,,1,,,
BRUTALIS__ARMS__TALONS,BRUTALIS,ARMS,Arm Weapons,TALONS,Brutalis Talons,FALSE,2,UNIT,,1,,,
BRUTALIS__GUN__HEAVY_BOLTER,BRUTALIS,GUN,Ranged Weapon,HEAVY_BOLTER,Twin Heavy Bolter,TRUE,1,UNIT,,1,,,
BRUTALIS__GUN__MULTI_MELTA,BRUTALIS,GUN,Ranged Weapon,MULTI_MELTA,Twin Multi-melta,FALSE,2,UNIT,,1,,,
LAND_SPEEDER__MAIN_WEAPON__ONSLAUGHT,LAND_SPEEDER,MAIN_WEAPON,Main Weapon,ONSLAUGHT,Onslaught Gatling Cannon,TRUE,1,,,,,,
LAND_SPEEDER__MAIN_WEAPON__PYRECANNON,LAND_SPEEDER,MAIN_WEAPON,Main Weapon,PYRECANNON,Pyrecannon,FALSE,2,,,,,,
