Weapon_ID,Weapon_Ability_ID,Ability_Type,Target,Value,Condition,Separator_Before,Sort_Order
CAPTAIN_TITUS_MASTER_CRAFTED_BOLTER,CAPTAIN_TITUS_MASTER_CRAFTED_BOLTER:ability_1,ASSAULT,,,,,1
CAPTAIN_TITUS_MASTER_CRAFTED_BOLTER,CAPTAIN_TITUS_MASTER_CRAFTED_BOLTER:ability_2,HEAVY,,,,", ",2
CAPTAIN_TITUS_MASTER_CRAFTED_BOLTER,CAPTAIN_TITUS_MASTER_CRAFTED_BOLTER:ability_3,RAPID FIRE,,1,,", ",3
CAPTAIN_TITUS_MASTER_CRAFTED_CHAINSWORD,CAPTAIN_TITUS_MASTER_CRAFTED_CHAINSWORD:ability_1,ANTI-non-MONSTER/VEHICLE,,2+,,,1
WARDENS_OF_ULTRAMAR_ARCHEOTECH_LASPISTOL,WARDENS_OF_ULTRAMAR_ARCHEOTECH_LASPISTOL:ability_1,CLOSE-QUARTERS,,,,,1
WARDENS_OF_ULTRAMAR_ASTROPATHIC_BLAST,WARDENS_OF_ULTRAMAR_ASTROPATHIC_BLAST:ability_1,BLAST,,1,,,1
WARDENS_OF_ULTRAMAR_ASTROPATHIC_BLAST,WARDENS_OF_ULTRAMAR_ASTROPATHIC_BLAST:ability_2,PSYCHIC,,,,", ",2
WARDENS_OF_ULTRAMAR_HEAVY_BOLT_PISTOL,WARDENS_OF_ULTRAMAR_HEAVY_BOLT_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
WARDENS_OF_ULTRAMAR_FORCE_STAVE,WARDENS_OF_ULTRAMAR_FORCE_STAVE:ability_1,PSYCHIC,,,,,1
WARDENS_OF_ULTRAMAR_MASTER_CRAFTED_POWER_WEAPON,WARDENS_OF_ULTRAMAR_MASTER_CRAFTED_POWER_WEAPON:ability_1,PRECISION,,,,,1
CHIEF_LIBRARIAN_TIGURIUS_STORM_OF_THE_EMPERORS_WRATH,CHIEF_LIBRARIAN_TIGURIUS_STORM_BLAST,BLAST,,1,,,1
CHIEF_LIBRARIAN_TIGURIUS_STORM_OF_THE_EMPERORS_WRATH,CHIEF_LIBRARIAN_TIGURIUS_STORM_PSYCHIC,PSYCHIC,,,,", ",2
CHIEF_LIBRARIAN_TIGURIUS_ROD_OF_TIGURIUS,CHIEF_LIBRARIAN_TIGURIUS_ROD_PSYCHIC,PSYCHIC,,,,,1
CATO_SICARIUS_ARTISAN_PLASMA_PISTOL,CATO_SICARIUS_ARTISAN_PLASMA_PISTOL_CLOSE_QUARTERS,CLOSE-QUARTERS,,,,,1
CATO_SICARIUS_TALASSARIAN_TEMPEST_BLADE_STRIKE,CATO_SICARIUS_TEMPEST_BLADE_STRIKE_DEVASTATING_WOUNDS,DEVASTATING WOUNDS,,,,,1
CATO_SICARIUS_TALASSARIAN_TEMPEST_BLADE_COUP_DE_GRACE,CATO_SICARIUS_TEMPEST_BLADE_COUP_PRECISION,PRECISION,,,,,1
CATO_SICARIUS_TALASSARIAN_TEMPEST_BLADE_SWEEP,CATO_SICARIUS_TEMPEST_BLADE_SWEEP_SUSTAINED_HITS,SUSTAINED HITS,,1,INFANTRY,,1
VICTRIX_HONOUR_GUARD_MASTER_CRAFTED_BOLT_CARBINE,VICTRIX_HONOUR_GUARD_MASTER_CRAFTED_BOLT_CARBINE:ability_1,ASSAULT,,,,,1
VICTRIX_HONOUR_GUARD_MASTER_CRAFTED_BOLT_CARBINE,VICTRIX_HONOUR_GUARD_MASTER_CRAFTED_BOLT_CARBINE:ability_2,RAPID FIRE,,1,,", ",2
VICTRIX_HONOUR_GUARD_BLADES_OF_HONOUR,VICTRIX_HONOUR_GUARD_BLADES_OF_HONOUR:ability_1,PRECISION,,,,,1
VICTRIX_HONOUR_GUARD_BLADES_OF_HONOUR,VICTRIX_HONOUR_GUARD_BLADES_OF_HONOUR:ability_2,TWIN-LINKED,,,,", ",2
KAIUS_KONORIUS_SEVERANCE_AND_REBUKE_STRIKE,KAIUS_KONORIUS_SEVERANCE_AND_REBUKE_STRIKE:ability_1,PRECISION,,,,,1
KAIUS_KONORIUS_SEVERANCE_AND_REBUKE_SWEEP,KAIUS_KONORIUS_SEVERANCE_AND_REBUKE_SWEEP:ability_1,CLEAVE,,2,,,1
FIST_OF_DORN,FIST_OF_DORN_CLEAVE_1,CLEAVE,,1,,,1
FIST_OF_DORN,FIST_OF_DORN_DEVASTATING_WOUNDS,DEVASTATING WOUNDS,,,,", ",2
TOR_GARADON_ARTIFICER_GRAV_GUN,TOR_GARADON_ARTIFICER_GRAV_GUN_ANTI_VEHICLE,ANTI,VEHICLE,2+,,,1
MALLEUS_NOCTUM,MALLEUS_NOCTUM:ability_1,DEVASTATING WOUNDS,,,,,1
AXIOM_STRIKE,AXIOM_STRIKE:ability_1,CLEAVE,,1,,,1
GORGONS_WRATH,GORGONS_WRATH:ability_2,RAPID FIRE,,2,,,1
KORSARRO_KHAN_ANZUQ,KORSARRO_KHAN_ANZUQ:ability_1,ANTI-INFANTRY,,4+,,,1
KORSARRO_KHAN_ANZUQ,KORSARRO_KHAN_ANZUQ:ability_2,CLOSE-QUARTERS,,,,", ",2
KORSARRO_KHAN_ANZUQ,KORSARRO_KHAN_ANZUQ:ability_3,DEVASTATING WOUNDS: INFANTRY,,,,", ",3
KORSARRO_KHAN_MOONFANG,KORSARRO_KHAN_MOONFANG:ability_1,ANTI-CHARACTER,,5+,,,1
KORSARRO_KHAN_MOONFANG,KORSARRO_KHAN_MOONFANG:ability_2,DEVASTATING WOUNDS,,,,", ",2
KORSARRO_KHAN_MOONFANG,KORSARRO_KHAN_MOONFANG:ability_3,PRECISION,,,,", ",3
SUBODEN_KHAN_ONSLAUGHT_GATLING_CANNON,SUBODEN_KHAN_ONSLAUGHT_GATLING_CANNON:ability_1,DEVASTATING WOUNDS: non-MONSTER/VEHICLE,,,,,1
SUBODEN_KHAN_POWER_SWORD,SUBODEN_KHAN_POWER_SWORD:ability_1,EXTRA ATTACKS,,,,,1
SUBODEN_KHAN_POWER_SWORD,SUBODEN_KHAN_POWER_SWORD:ability_2,SUSTAINED HITS 1: non-MONSTER/VEHICLE,,,,", ",2
SUBODEN_KHAN_STORMTOOTH,SUBODEN_KHAN_STORMTOOTH:ability_1,ANTI-MONSTER/VEHICLE,,4+,,,1
SUBODEN_KHAN_STORMTOOTH,SUBODEN_KHAN_STORMTOOTH:ability_2,LANCE,,,,", ",2
CAPTAIN_MASTER_CRAFTED_BOLTER,CAPTAIN_MASTER_CRAFTED_BOLTER:ability_1,ASSAULT,,,,,1
CAPTAIN_MASTER_CRAFTED_BOLTER,CAPTAIN_MASTER_CRAFTED_BOLTER:ability_2,RAPID FIRE,,1,,", ",2
CAPTAIN_JUMP_ASTARTES_CHAINSWORD,CAPTAIN_JUMP_ASTARTES_CHAINSWORD:ability_1,SUSTAINED HITS,,1,,,1
CAPTAIN_ON_BIKE_TWIN_BOLT_RIFLE,CAPTAIN_ON_BIKE_TWIN_BOLT_RIFLE:ability_1,ASSAULT,,,,,1
CAPTAIN_ON_BIKE_TWIN_BOLT_RIFLE,CAPTAIN_ON_BIKE_TWIN_BOLT_RIFLE:ability_2,RAPID FIRE,,2,,", ",2
CAPTAIN_ON_BIKE_TWIN_BOLT_RIFLE,CAPTAIN_ON_BIKE_TWIN_BOLT_RIFLE:ability_3,TWIN-LINKED,,,,", ",3
MASTER_CRAFTED_SPECIAL_ISSUE_BOLT_PISTOL_REIVER_LT,MASTER_CRAFTED_SPECIAL_ISSUE_BOLT_PISTOL_REIVER_LT:ability_1,CLOSE-QUARTERS,,,,,1
MASTER_CRAFTED_SPECIAL_ISSUE_BOLT_PISTOL_REIVER_LT,MASTER_CRAFTED_SPECIAL_ISSUE_BOLT_PISTOL_REIVER_LT:ability_2,PRECISION,,,,", ",2
LIEUTENANT_PHOBOS_PAIRED_COMBAT_BLADES,LIEUTENANT_PHOBOS_PAIRED_COMBAT_BLADES:ability_1,PRECISION,,,,,1
LIEUTENANT_PHOBOS_PAIRED_COMBAT_BLADES,LIEUTENANT_PHOBOS_PAIRED_COMBAT_BLADES:ability_2,SUSTAINED HITS,,1,,", ",2
PAIRED_COMBAT_BLADES_LIEUTENANT,PAIRED_COMBAT_BLADES_LIEUTENANT:ability_1,SUSTAINED HITS,,1,,,1
LIEUTENANT_COMBI_WEAPON_BOLTER,LIEUTENANT_COMBI_WEAPON_BOLTER:ability_1,ASSAULT,,,,,1
LIEUTENANT_COMBI_WEAPON_BOLTER,LIEUTENANT_COMBI_WEAPON_BOLTER:ability_2,RAPID FIRE,,1,,", ",2
LIEUTENANT_COMBI_WEAPON_FLAMER,LIEUTENANT_COMBI_WEAPON_FLAMER:ability_1,ASSAULT,,,,,1
LIEUTENANT_COMBI_WEAPON_FLAMER,LIEUTENANT_COMBI_WEAPON_FLAMER:ability_2,BLAST,,1,,", ",2
LIEUTENANT_COMBI_WEAPON_FLAMER,LIEUTENANT_COMBI_WEAPON_FLAMER:ability_3,TORRENT,,,,", ",3
CROZIUS_ARCANUM,CROZIUS_ARCANUM:CLEAVE_1,CLEAVE,,1,,,1
SMITE_FOCUSED_WITCHFIRE,SMITE_FOCUSED_WITCHFIRE:ability_1,DEVASTATING WOUNDS,,,,,1
SMITE_FOCUSED_WITCHFIRE,SMITE_FOCUSED_WITCHFIRE:ability_2,HAZARDOUS,,,,", ",2
SMITE_FOCUSED_WITCHFIRE,SMITE_FOCUSED_WITCHFIRE:ability_3,PSYCHIC,,,,", ",3
SMITE_WITCHFIRE,SMITE_WITCHFIRE:ability_1,PSYCHIC,,,,,1
FORCE_WEAPON,FORCE_WEAPON:ability_1,PSYCHIC,,,,,1
FORGE_BOLTER,FORGE_BOLTER:ability_1,SUSTAINED HITS,,1,,,1
APOTHECARY_REDUCTOR_PISTOL,APOTHECARY_REDUCTOR_PISTOL:ability_1,EXTRA ATTACKS,,,,,1
COMPANY_HEROES_MASTER_CRAFTED_BOLT_PISTOL,COMPANY_HEROES_MASTER_CRAFTED_BOLT_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
COMPANY_HEROES_MASTER_CRAFTED_BOLT_RIFLE,COMPANY_HEROES_MASTER_CRAFTED_BOLT_RIFLE:ability_1,ASSAULT,,,,,1
COMPANY_HEROES_MASTER_CRAFTED_BOLT_RIFLE,COMPANY_HEROES_MASTER_CRAFTED_BOLT_RIFLE:ability_2,RAPID FIRE,,1,,", ",2
COMPANY_HEROES_MASTER_CRAFTED_HEAVY_BOLTER,COMPANY_HEROES_MASTER_CRAFTED_HEAVY_BOLTER:ability_1,ASSAULT,,,,,1
COMPANY_HEROES_MASTER_CRAFTED_HEAVY_BOLTER,COMPANY_HEROES_MASTER_CRAFTED_HEAVY_BOLTER:ability_2,HEAVY,,,,", ",2
COMPANY_HEROES_MASTER_CRAFTED_HEAVY_BOLTER,COMPANY_HEROES_MASTER_CRAFTED_HEAVY_BOLTER:ability_3,RAPID FIRE,,2,,", ",3
COMPANY_HEROES_MASTER_CRAFTED_HEAVY_BOLTER,COMPANY_HEROES_MASTER_CRAFTED_HEAVY_BOLTER:ability_4,SUSTAINED HITS,,1,,", ",4
COMPANY_HEROES_MASTER_CRAFTED_POWER_WEAPON,COMPANY_HEROES_MASTER_CRAFTED_POWER_WEAPON:ability_1,PRECISION,,,,,1
HEAVY_BOLT_PISTOL,HEAVY_BOLT_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
HEAVY_BOLT_RIFLE,HEAVY_BOLT_RIFLE:ability_1,HEAVY,,,,,1
HEAVY_BOLT_RIFLE,HEAVY_BOLT_RIFLE:ability_2,RAPID FIRE,,1,,", ",2
HEAVY_BOLTER_HEAVY_INTERCESSORS,HEAVY_BOLTER_HEAVY_INTERCESSORS:ability_1,HEAVY,,,,,1
HEAVY_BOLTER_HEAVY_INTERCESSORS,HEAVY_BOLTER_HEAVY_INTERCESSORS:ability_2,RAPID FIRE,,2,,", ",2
HEAVY_BOLTER_HEAVY_INTERCESSORS,HEAVY_BOLTER_HEAVY_INTERCESSORS:ability_3,SUSTAINED HITS,,1,,", ",3
PLASMA_INCINERATOR_STANDARD,PLASMA_INCINERATOR_STANDARD:ability_1,ASSAULT,,,,,1
PLASMA_INCINERATOR_STANDARD,PLASMA_INCINERATOR_STANDARD:ability_2,RAPID FIRE,,1,,", ",2
PLASMA_INCINERATOR_SUPERCHARGE,PLASMA_INCINERATOR_SUPERCHARGE:ability_1,ASSAULT,,,,,1
PLASMA_INCINERATOR_SUPERCHARGE,PLASMA_INCINERATOR_SUPERCHARGE:ability_2,HAZARDOUS,,,,", ",2
PLASMA_INCINERATOR_SUPERCHARGE,PLASMA_INCINERATOR_SUPERCHARGE:ability_3,RAPID FIRE,,1,,", ",3
CASTELLAN_LAUNCHER,CASTELLAN_LAUNCHER:ability_1,HEAVY,,,,,1
SUPERFRAG_ROCKET_LAUNCHER,SUPERFRAG_ROCKET_LAUNCHER:ability_1,BLAST,,1,,,1
SUPERFRAG_ROCKET_LAUNCHER,SUPERFRAG_ROCKET_LAUNCHER:ability_2,HEAVY,,,,", ",2
SUPERKRAK_ROCKET_LAUNCHER,SUPERKRAK_ROCKET_LAUNCHER:ability_1,HEAVY,,,,,1
VENGOR_LAUNCHER,VENGOR_LAUNCHER:ability_1,BLAST,,1,,,1
VENGOR_LAUNCHER,VENGOR_LAUNCHER:ability_2,HEAVY,,,,", ",2
VENGOR_LAUNCHER,VENGOR_LAUNCHER:ability_3,INDIRECT FIRE,,,,", ",3
PYREBLASTER,PYREBLASTER:ability_1,BLAST,,1,,,1
PYREBLASTER,PYREBLASTER:ability_2,TORRENT,,,,", ",2
MARKSMAN_BOLT_CARBINE,MARKSMAN_BOLT_CARBINE:ability_1,PRECISION,,,,,1
MARKSMAN_BOLT_CARBINE,MARKSMAN_BOLT_CARBINE:ability_2,RAPID FIRE,,1,,", ",2
STERNGUARD_BOLT_RIFLE,STERNGUARD_BOLT_RIFLE:ability_1,ASSAULT,,,,,1
STERNGUARD_BOLT_RIFLE,STERNGUARD_BOLT_RIFLE:ability_2,RAPID FIRE,,2,,", ",2
STERNGUARD_HEAVY_BOLTER,STERNGUARD_HEAVY_BOLTER:ability_1,HEAVY,,,,,1
STERNGUARD_HEAVY_BOLTER,STERNGUARD_HEAVY_BOLTER:ability_2,RAPID FIRE,,2,,", ",2
STERNGUARD_HEAVY_BOLTER,STERNGUARD_HEAVY_BOLTER:ability_3,SUSTAINED HITS,,1,,", ",3
BLADEGUARD_NEO_VOLKITE_PISTOL,BLADEGUARD_NEO_VOLKITE_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
BLADEGUARD_NEO_VOLKITE_PISTOL,BLADEGUARD_NEO_VOLKITE_PISTOL:ability_2,DEVASTATING WOUNDS,,,,", ",2
STERNGUARD_ARTIFICER_FIREARM_PURGATUS,STERNGUARD_ARTIFICER_FIREARM_PURGATUS:ability_1,ASSAULT,,,,,1
STERNGUARD_ARTIFICER_FIREARM_PURGATUS,STERNGUARD_ARTIFICER_FIREARM_PURGATUS:ability_2,RAPID FIRE,,1,,", ",2
STERNGUARD_ARTIFICER_FIREARM_DAMNATUS,STERNGUARD_ARTIFICER_FIREARM_DAMNATUS:ability_1,ASSAULT,,,,,1
STERNGUARD_ARTIFICER_FIREARM_DAMNATUS,STERNGUARD_ARTIFICER_FIREARM_DAMNATUS:ability_2,MELTA,,2,,", ",2
STERNGUARD_PYRECANNON,STERNGUARD_PYRECANNON:ability_1,BLAST,,2,,,1
STERNGUARD_PYRECANNON,STERNGUARD_PYRECANNON:ability_2,TORRENT,,,,", ",2
VANGUARD_RELIC_BLADE,VANGUARD_RELIC_BLADE:ability_1,CLEAVE,,1,,,1
VANGUARD_RELIC_BLADE,VANGUARD_RELIC_BLADE:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
REIVER_BOLT_CARBINE,REIVER_BOLT_CARBINE:ability_1,ASSAULT,,,,,1
REIVER_BOLT_CARBINE,REIVER_BOLT_CARBINE:ability_2,PRECISION,,,,", ",2
SPECIAL_ISSUE_BOLT_PISTOL_REIVERS,SPECIAL_ISSUE_BOLT_PISTOL_REIVERS:ability_1,CLOSE-QUARTERS,,,,,1
SPECIAL_ISSUE_BOLT_PISTOL_REIVERS,SPECIAL_ISSUE_BOLT_PISTOL_REIVERS:ability_2,PRECISION,,,,", ",2
SCOUT_BOLTGUN,SCOUT_BOLTGUN:ability_1,RAPID FIRE,,1,,,1
ASTARTES_SHOTGUN_SCOUTS,ASTARTES_SHOTGUN_SCOUTS:ability_1,ASSAULT,,,,,1
ASTARTES_SHOTGUN_SCOUTS,ASTARTES_SHOTGUN_SCOUTS:ability_2,BLAST,,1,,", ",2
HEAVY_BOLTER_SCOUTS,HEAVY_BOLTER_SCOUTS:ability_1,HEAVY,,,,,1
HEAVY_BOLTER_SCOUTS,HEAVY_BOLTER_SCOUTS:ability_2,RAPID FIRE,,2,,", ",2
HEAVY_BOLTER_SCOUTS,HEAVY_BOLTER_SCOUTS:ability_3,SUSTAINED HITS,,1,,", ",3
SCOUT_MISSILE_LAUNCHER_FRAG,SCOUT_MISSILE_LAUNCHER_FRAG:ability_1,BLAST,,1,,,1
SCOUT_MISSILE_LAUNCHER_FRAG,SCOUT_MISSILE_LAUNCHER_FRAG:ability_2,HEAVY,,,,", ",2
ELIMINATOR_INSTIGATOR_BOLT_CARBINE,ELIMINATOR_INSTIGATOR_BOLT_CARBINE:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
ELIMINATOR_INSTIGATOR_BOLT_CARBINE,ELIMINATOR_INSTIGATOR_BOLT_CARBINE:ability_2,PRECISION,,,,", ",2
ELIMINATOR_INSTIGATOR_BOLT_CARBINE,ELIMINATOR_INSTIGATOR_BOLT_CARBINE:ability_3,RAPID FIRE,,2,,", ",3
HEAVY_BOLTER_ERADICATORS,HEAVY_BOLTER_ERADICATORS:ability_1,HEAVY,,,,,1
HEAVY_BOLTER_ERADICATORS,HEAVY_BOLTER_ERADICATORS:ability_2,RAPID FIRE,,2,,", ",2
HEAVY_BOLTER_ERADICATORS,HEAVY_BOLTER_ERADICATORS:ability_3,SUSTAINED HITS,,1,,", ",3
MELTA_RIFLE,MELTA_RIFLE:ability_1,MELTA,,2,,,1
ERADICATOR_MELTA_RIFLE_HUNTER,ERADICATOR_MELTA_RIFLE_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
ERADICATOR_MELTA_RIFLE_HUNTER,ERADICATOR_MELTA_RIFLE_HUNTER:ability_2,MELTA,,2,,", ",2
MULTI_MELTA_ERADICATORS,MULTI_MELTA_ERADICATORS:ability_1,MELTA,,3,,,1
ERADICATOR_MULTI_MELTA_HUNTER,ERADICATOR_MULTI_MELTA_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
ERADICATOR_MULTI_MELTA_HUNTER,ERADICATOR_MULTI_MELTA_HUNTER:ability_2,MELTA,,3,,", ",2
AUTO_BOLTSTORM_GAUNTLETS,AUTO_BOLTSTORM_GAUNTLETS:ability_1,CLOSE-QUARTERS,,,,,1
AUTO_BOLTSTORM_GAUNTLETS,AUTO_BOLTSTORM_GAUNTLETS:ability_2,TWIN-LINKED,,,,", ",2
FLAMESTORM_GAUNTLETS,FLAMESTORM_GAUNTLETS:ability_1,BLAST,,2,,,1
FLAMESTORM_GAUNTLETS,FLAMESTORM_GAUNTLETS:ability_2,TORRENT,,,,", ",2
FLAMESTORM_GAUNTLETS,FLAMESTORM_GAUNTLETS:ability_3,TWIN-LINKED,,,,", ",3
FLAMESTORM_GAUNTLETS_CLOSE_QUARTERS,FLAMESTORM_GAUNTLETS_CLOSE_QUARTERS:ability_1,CLOSE-QUARTERS,,,,,1
FLAMESTORM_GAUNTLETS_CLOSE_QUARTERS,FLAMESTORM_GAUNTLETS_CLOSE_QUARTERS:ability_2,TORRENT,,,,", ",2
FLAMESTORM_GAUNTLETS_CLOSE_QUARTERS,FLAMESTORM_GAUNTLETS_CLOSE_QUARTERS:ability_3,TWIN-LINKED,,,,", ",3
FRAGSTORM_GRENADE_LAUNCHER,FRAGSTORM_GRENADE_LAUNCHER:ability_1,BLAST,,1,,,1
ASSAULT_BOLTERS,ASSAULT_BOLTERS:ability_1,ASSAULT,,,,,1
ASSAULT_BOLTERS,ASSAULT_BOLTERS:ability_2,CLOSE-QUARTERS,,,,", ",2
ASSAULT_BOLTERS,ASSAULT_BOLTERS:ability_3,SUSTAINED HITS,,2,,", ",3
ASSAULT_BOLTERS,ASSAULT_BOLTERS:ability_4,TWIN-LINKED,,,,", ",4
PLASMA_EXTERMINATORS_STANDARD,PLASMA_EXTERMINATORS_STANDARD:ability_1,ASSAULT,,,,,1
PLASMA_EXTERMINATORS_STANDARD,PLASMA_EXTERMINATORS_STANDARD:ability_2,CLOSE-QUARTERS,,,,", ",2
PLASMA_EXTERMINATORS_STANDARD,PLASMA_EXTERMINATORS_STANDARD:ability_3,TWIN-LINKED,,,,", ",3
PLASMA_EXTERMINATORS_SUPERCHARGE,PLASMA_EXTERMINATORS_SUPERCHARGE:ability_1,ASSAULT,,,,,1
PLASMA_EXTERMINATORS_SUPERCHARGE,PLASMA_EXTERMINATORS_SUPERCHARGE:ability_2,CLOSE-QUARTERS,,,,", ",2
PLASMA_EXTERMINATORS_SUPERCHARGE,PLASMA_EXTERMINATORS_SUPERCHARGE:ability_3,HAZARDOUS,,,,", ",3
PLASMA_EXTERMINATORS_SUPERCHARGE,PLASMA_EXTERMINATORS_SUPERCHARGE:ability_4,TWIN-LINKED,,,,", ",4
ASSAULT_CANNON_DEATHWING_TERMINATORS,ASSAULT_CANNON_DEATHWING_TERMINATORS:ability_1,SUSTAINED HITS,,1,,,1
CYCLONE_MISSLINE_FRAG,CYCLONE_MISSLINE_FRAG:ability_1,BLAST,,2,,,1
HEAVY_FLAMER_DEATHWING_TERMINATORS,HEAVY_FLAMER_DEATHWING_TERMINATORS:ability_1,BLAST,,2,,,1
HEAVY_FLAMER_DEATHWING_TERMINATORS,HEAVY_FLAMER_DEATHWING_TERMINATORS:ability_2,TORRENT,,,,", ",2
TERMINATOR_CHAINFIST_HUNTER,TERMINATOR_CHAINFIST_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
HUNTER_KILLER_MISSILE,HUNTER_KILLER_MISSILE:ability_1,ONE SHOT,,,,,1
BOLTSTORM_GAUNTLET,BOLTSTORM_GAUNTLET:ability_1,PISTOL,,,,,1
IMPULSOR_BELLICATUS_FRAG,IMPULSOR_BELLICATUS_FRAG:ability_1,BLAST,,1,,,1
IMPULSOR_BELLICATUS_ICARUS,IMPULSOR_BELLICATUS_ICARUS:ability_1,ANTI,FLY,2+,,,1
IMPULSOR_FRAGSTORM_GRENADE_LAUNCHERS,IMPULSOR_FRAGSTORM_GRENADE_LAUNCHERS:ability_1,BLAST,,2,,,1
IMPULSOR_IRONHAIL_HEAVY_STUBBER,IMPULSOR_IRONHAIL_HEAVY_STUBBER:ability_1,RAPID FIRE,,3,,,1
IMPULSOR_IRONHAIL_SKYTALON_ARRAY,IMPULSOR_IRONHAIL_SKYTALON_ARRAY:ability_1,RAPID FIRE,,6,,,1
IMPULSOR_STORM_BOLTERS,IMPULSOR_STORM_BOLTERS:ability_1,RAPID FIRE,,4,,,1
TWIN_FIRESTRIKE_AUTOCANNON,TWIN_FIRESTRIKE_AUTOCANNON:ability_1,RAPID FIRE,,2,,,1
TWIN_FIRESTRIKE_AUTOCANNON,TWIN_FIRESTRIKE_AUTOCANNON:ability_2,TWIN-LINKED,,,,", ",2
TWIN_FIRESTRIKE_LAS_TALON,TWIN_FIRESTRIKE_LAS_TALON:ability_1,TWIN-LINKED,,,,,1
