Unit_ID,Unit Name,Ability_IDs,Core_Ability_IDs,Weapon_IDs,"M""",T,SV,W,LD,OC,Keywords,Hyperlink,Points_Label_1,Points_Cost_1,Points_Label_2,Points_Cost_2,Points_Label_3,Points_Cost_3,Points_Label_4,Points_Cost_4
KAYVAAN_SHRIKE,Kayvaan Shrike,"SHADOWMASTER, ECHO_OF_THE_RAVENSPIRE, INSPIRING_COMMANDER, AETHON_SHAAN_AS_CHAPTER_MASTER","DEEP_STRIKE, STEALTH, LONE_OPERATIVE","BLACKOUT, THE_RAVENS_TALONS","12""",4,3+ / 4++,5,6,1,"INFANTRY, CHARACTER, EPIC HERO, FLY, JUMP PACK, IMPERIUM, PHOBOS, CHAPTER MASTER, KAYVAAN SHRIKE",https://wahapedia.ru/wh40k11ed/factions/space-marines/Kayvaan-Shrike,,100,,,,,,
LAND_RAIDER_REDEEMER,Land Raider Redeemer,"ASSAULT_RAMP, TRANSPORT_LAND_RAIDER_REDEEMER","DEADLY_DEMISE_D6, DAMAGED_1_5","FLAMESTORM_CANNON_X2, TWIN_ASSAULT_CANNON, HUNTER_KILLER_MISSILE, MULTI_MELTA_VEHICLE, STORM_BOLTER_VEHICLE, ARMORED_TRACKS_LAND_RAIDER","12""",12,2+,16,6,5,"VEHICLE, SMOKE, GRENADES, TRANSPORT, IMPERIUM, LAND RAIDER REDEEMER, DEATHWING, FRAME, LAND RAIDER",https://wahapedia.ru/wh40k11ed/factions/space-marines/Land-Raider-Redeemer,,260,,,,,,
LAND_SPEEDER,Land Speeder,PURGATION_RUN,DEEP_STRIKE,"HEAVY_FLAMER_LAND_SPEEDER, MULTI_MELTA_VEHICLE, ONSLAUGHT_GATLING_CANNON, STORMFURY_MISSILE_LAUNCHER, CLOSE_COMBAT_WEAPON_SPEEDERS","14""",8,3+,9,6,3,"VEHICLE, FLY, IMPERIUM, LAND SPEEDER, RAVENWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Land-Speeder,,105,,,,,,
NEW_LAND_SPEEDER,Land Speeder (New),"NEW_PURGATION_RUN, NEW_LAND_SPEEDER_WARGEAR_OPTIONS",DEEP STRIKE (New),"HEAVY_FLAMER_LAND_SPEEDER, MULTI_MELTA_VEHICLE, ONSLAUGHT_GATLING_CANNON, STORMFURY_MISSILE_LAUNCHER, CLOSE_COMBAT_WEAPON_SPEEDERS","14""",8,3+,9,6+,3,"VEHICLE, FLY, IMPERIUM, LAND SPEEDER, RAVENWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Land-Speeder,x1,105,x2,,,,,
LAND_SPEEDER_VENGEANCE,Land Speeder Vengeance,STORM_OF_VENGEANCE,DEADLY_DEMISE_D3,"PLASMA_STORM_BATTERY_STANDARD, PLASMA_STORM_BATTERY_SUPERCHARGE, HEAVY_BOLTER_INVICTOR, CLOSE_COMBAT_WEAPON_SPEEDERS","14""",8,3+ / 5++,10,6,3,"VEHICLE, FLY, IMPERIUM, RAVENWING, LAND SPEEDER VENGEANCE, FRAME",https://wahapedia.ru/wh40k11ed/factions/space-marines/Land-Speeder-Vengeance,,130,,,,,,
LIBRARIAN,Librarian,"PSYCHIC_HOOD, MENTAL_FORTRESS_PSYCHIC, LEADER_LIBRARIAN",,"SMITE_WITCHFIRE, SMITE_FOCUSED_WITCHFIRE, FORCE_WEAPON","6""",4,3+,4,6,1,"INFANTRY, CHARACTER, GRENADES, PSYKER, IMPERIUM, TACTICUS, LIBRARIAN",https://wahapedia.ru/wh40k11ed/factions/space-marines/Librarian,,70,,,,,,
NEW_LIBRARIAN,Librarian (New),"NEW_PSYCHIC_HOOD, NEW_MENTAL_FORTRESS, LEADER_LIBRARIAN",LEADER (New),"NEW_BOLT_PISTOL, SMITE_WITCHFIRE, SMITE_FOCUSED_WITCHFIRE, FORCE_WEAPON","6""",4,3+ / 4++,4,6+,1,"INFANTRY, CHARACTER, GRENADES, PSYKER, IMPERIUM, TACTICUS, LIBRARIAN",https://wahapedia.ru/wh40k11ed/factions/space-marines/Librarian,,70,,,,,,
LIBRARIAN_IN_PHOBOS_ARMOUR,Librarian in Phobos Armour,"PSYCHIC_HOOD, LEADER_LIBRARIAN_IN_PHOBOS_ARMOUR, SHROUDING",INFILTRATORS,"BOLT_PISTOL_INTERCESSORS, SMITE_WITCHFIRE, SMITE_FOCUSED_WITCHFIRE, FORCE_WEAPON","6""",4,3+,4,6+,1,"INFANTRY, CHARACTER, GRENADES, PSYKER, IMPERIUM, PHOBOS, LIBRARIAN",https://wahapedia.ru/wh40k11ed/factions/space-marines/Librarian-In-Phobos-Armour,,70,,,,,,
LIBRARIAN_IN_TERMINATOR_ARMOUR,Librarian in Terminator Armour,"PSYCHIC_HOOD, VEIL_OF_TIME_PSYCHIC, LEADER_LIBRARIAN_IN_TERMINATOR_ARMOUR",DEEP_STRIKE,"COMBI_WEAPON, SMITE_WITCHFIRE, SMITE_FOCUSED_WITCHFIRE, FORCE_WEAPON","5""",5,2+ / 4++,5,6,1,"INFANTRY, CHARACTER, PSYKER, IMPERIUM, TERMINATOR, LIBRARIAN, DEATHWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Librarian-In-Terminator-Armour,,85,,,,,,
LIEUTENANT_WITH_COMBI_WEAPON,Lieutenant (Combi-weapon),"PRIORITY_OBJECTIVE_IDENTIFIED, EVADE_AND_SURVIVE","FEEL_NO_PAIN_5, INFILTRATORS, LONE_OPERATIVE, STEALTH","COMBI_WEAPON_LEADERS, PAIRED_COMBAT_BLADES_LIEUTENANT","6""",4,3+,4,6,1,"INFANTRY, CHARACTER, GRENADES, IMPERIUM, PHOBOS, LIEUTENANT, LIEUTENANT WITH COMBI-WEAPON",https://wahapedia.ru/wh40k11ed/factions/space-marines/Lieutenant-with-Combi-weapon,,95,,,,,,
LIEUTENANT_FIST_PLASMA,Lieutenant (Fist and Plasma),"TACTICAL_PRECISION, TARGET_PRIORITY, LEADER_LIEUTENANT, SUPPORT_LIEUTENANT",LEADER_LIEUTENANT,"PLASMA_PISTOL_STANDARD_LEADER, PLASMA_PISTOL_SUPERCHARGE_LEADER, POWER_FIST_LIEUTENANT","6""",4,3+,4,6,1,"INFANTRY, CHARACTER, GRENADES, IMPERIUM, TACTICUS, LIEUTENANT",https://wahapedia.ru/wh40k11ed/factions/space-marines/Lieutenant,,45,,,,,,
LIEUTENANT_SWORD_AND_SHIELD,Lieutenant (Sword & Shield),"TACTICAL_PRECISION, TARGET_PRIORITY, STORM_SHIELD, LEADER_LIEUTENANT, SUPPORT_LIEUTENANT",,"HEAVY_BOLT_PISTOL_LEADERS, MASTER_CRAFTED_POWER_WEAPON_LIEUTENANT","6""",4,3+ / 4++,4,6,1,"INFANTRY, CHARACTER, GRENADES, IMPERIUM, TACTICUS, LIEUTENANT",https://wahapedia.ru/wh40k11ed/factions/space-marines/Lieutenant,,45,,,,,,
LIEUTENANT_IN_PHOBOS_ARMOUR,Lieutenant in Phobos Armour,"TACTICAL_PRECISION, STRATEGIC_DISPERSAL, LEADER_LIEUTENANT_IN_PHOBOS_ARMOUR, SUPPORT_LIEUTENANT_IN_PHOBOS_ARMOUR","DEEP_STRIKE, INFILTRATORS, SCOUTS_6","BOLT_PISTOL_LEADER, PAIRED_COMBAT_BLADES","6""",4,3+,4,6,1,"INFANTRY, CHARACTER, GRENADES, IMPERIUM, PHOBOS, LIEUTENANT",https://wahapedia.ru/wh40k11ed/factions/space-marines/Lieutenant-In-Phobos-Armour,,45,,,,,,
LIEUTENANT_IN_REIVER_ARMOUR,Lieutenant in Reiver Armour,"TACTICAL_PRECISION, DEADLY_TERROR, SUPPORT_LIEUTENANT_IN_REIVER_ARMOUR",SCOUTS_6,"MASTER_CRAFTED_SPECIAL_ISSUE_BOLT_PISTOL_REIVER_LT, COMBAT_KNIFE_LIEUTENANT_REIVERS","6""",4,3+,4,6,1,"INFANTRY, CHARACTER, SMOKE, GRENADES, IMPERIUM, PHOBOS, LIEUTENANT, LIEUTENANT IN REIVER ARMOUR",https://wahapedia.ru/wh40k11ed/factions/space-marines/Lieutenant-In-Reiver-Armour,,45,,,,,,
LION_ELJONSON,Lion El’Jonson,"PRIMARCH_OF_THE_FIRST_LEGION, THE_EMPERORS_SHIELD, DARK_ANGELS_BODYGUARD","FIGHTS_FIRST, DEEP_STRIKE","ARMA_LUMINIS_BOLT, ARMA_LUMINIS_PLASMA, FEALTY_SWEEP, FEALTY_STRIKE","8""",9,2+ / 3++,10,5,4,"MONSTER, CHARACTER, EPIC HERO, IMPERIUM, PRIMARCH, LION EL’JONSON, MOBILE",https://wahapedia.ru/wh40k11ed/factions/space-marines/Lion-El-jonson,,265,,,,,,
OUTRIDER_SQUAD,Outrider Squad,THUNDEROUS_IMPACT,,"TWIN_BOLT_RIFLE, HEAVY_BOLT_PISTOL, ASTARTES_CHAINSWORD_INTERCESSORS","12""",5,3+,4,6,2,"MOUNTED, GRENADES, IMPERIUM, OUTRIDER SQUAD, RAVENWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Outrider-Squad,x3,70,x6,140,,,,
PREDATOR_DESTRUCTOR,Predator Destructor,DESTRUCTOR,"DAMAGED_1_4, DEADLY_DEMISE_D3","PREDATOR_AUTOCANNON, HEAVY_BOLTERS_X2_PREDATOR, HUNTER_KILLER_MISSILE, STORM_BOLTER_VEHICLE, ARMOURED_TRACKS","10""",10,3+,11,6,3,"VEHICLE, SMOKE, IMPERIUM, PREDATOR DESTRUCTOR, FRAME",https://wahapedia.ru/wh40k11ed/factions/space-marines/Predator-Destructor,,140,,,,,,
RAVENWING_COMMAND_SQUAD,Ravenwing Command Squad,"ASTARTES_BANNER_ANCIENT, HONOUR_OR_DEATH_CHAMPION, NARTHECIUM_APOTHECARY, RAVENWING_COMMAND_SQUAD_WARGEAR, LEADER_RAVENWING_COMMAND_SQUAD",,"PLASMA_TALON_STANDARD, PLASMA_TALON_SUPERCHARGE, BOLT_PISTOL_INTERCESSORS, MASTER_CRAFTED_POWER_WEAPON_CHAMPION, BLACK_KNIGHT_COMBAT_WEAPON_APOTHECARY_ANCIENT","12""",5,3+ / 5++,4,6+,2,"ALL MODELS: MOUNTED, GRENADES, IMPERIUM, RAVENWING, RAVENWING COMMAND SQUADRAVENWING CHAMPION: CHARACTER",https://wahapedia.ru/wh40k11ed/factions/space-marines/Ravenwing-Command-Squad,,105,,,,,,
REDEMPTOR_PLASMA,Redemptor (Plasma),DUTY_ETERNAL,"DEADLY_DEMISE_D3, DAMAGED_1_4","MACRO_PLASMA_INCINERATOR_STANDARD, MACRO_PLASMA_INCINERATOR_SUPERCHARGE, ONSLAUGHT_GATLING_CANNON, TWIN_STORM_BOLTER, ICARUS_ROCKET_POD, REDEMPTOR_FIST","8""",10,2+,12,6,4,"VEHICLE, WALKER, IMPERIUM, DREADNOUGHT, REDEMPTOR DREADNOUGHT, DEATHWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Redemptor-Dreadnought,x1,195,x2,390,x3,,,
REIVERS,Reivers,"TERROR_TROOPS_AURA, FEARSOME_ASSAULT",SCOUTS_6,"SPECIAL_ISSUE_BOLT_PISTOL_REIVERS, COMBAT_KNIFE_REIVERS","6""",4,3+,2,6,1,"INFANTRY, GRENADES, SMOKE, IMPERIUM, PHOBOS, REIVER SQUAD",https://wahapedia.ru/wh40k11ed/factions/space-marines/Reiver-Squad,,75,,,,,,
REPULSOR,Repulsor,"EMERGENCY_COMBAT_EMBARKATION, TRANSPORT_REPULSOR","DAMAGED_1_5, DEADLY_DEMISE_D6","HUNTER_SLAYER_MISSILE, LAS_TALON, REPULSOR_DEFENSIVE_ARRAY, TWIN_LASCANNON, ARMOURED_HULL_REPULSOR","10""",12,3+,16,6,5,"VEHICLE, SMOKE, TRANSPORT, IMPERIUM, REPULSOR, DEATHWING, FRAME",https://wahapedia.ru/wh40k11ed/factions/space-marines/Repulsor,,170,,,,,,
REPULSOR_EXECUTIONER,Repulsor Executioner,"EXECUTIONER, TRANSPORT_REPULSOR_EXECUTIONER","DAMAGED_1_5, DEADLY_DEMISE_D6","HEAVY_LASER_DESTROYER, HEAVY_ONSLAUGHT_GATLING_CANNON, ICARUS_ROCKET_POD, IRONHAIL_HEAVY_STUBBER, REPULSOR_EXECUTIONER_DEFENSIVE_ARRAY, TWIN_HEAVY_BOLTER, TWIN_ICARUS_IRONHAIL_HEAVY_STUBBER, ARMOURED_HULL_REPULSOR","10""",12,3+,16,6,5,"VEHICLE, SMOKE, TRANSPORT, IMPERIUM, REPULSOR EXECUTIONER, DEATHWING, FRAME",https://wahapedia.ru/wh40k11ed/factions/space-marines/Repulsor-Executioner,x1,255,x2,,,,,
RHINO,Rhino,SELF_REPAIR,"DEADLY_DEMISE_D3, FIRING_DECK_2","HUNTER_KILLER_MISSILE, STORM_BOLTER_VEHICLE, ARMOURED_TRACKS","12""",9,3+,10,6,2,"VEHICLE, SMOKE, TRANSPORT, DEDICATED TRANSPORT, IMPERIUM, RHINO, FRAME",https://wahapedia.ru/wh40k11ed/factions/space-marines/Rhino,,65,,,,,,
SCOUTS,Scouts,"GUERRILLA_TACTICS, SCOUT_WARGEAR","INFILTRATORS, SCOUTS_6","HEAVY_BOLTER_SCOUTS, SCOUT_SNIPER_RIFLE, ASTARTES_SHOTGUN_SCOUTS, BOLT_PISTOL_INTERCESSORS, COMBAT_KNIFE_SCOUTS, ASTARTES_CHAINSWORD_SCOUTS_SGT","6""",4,4+,2,6,1,"INFANTRY, GRENADES, SMOKE, IMPERIUM, SCOUT SQUAD",https://wahapedia.ru/wh40k11ed/factions/space-marines/Scout-Squad,5x1,65,5x2,140,,,,
STERNGUARD_VETS,Sternguard Vets,STERNGUARD_FOCUS,,"STERNGUARD_BOLT_PISTOL, STERNGUARD_BOLT_RIFLE, STERNGUARD_HEAVY_BOLTER, CLOSE_COMBAT_WEAPON_STERNGUARD, POWER_FIST_STERNGUARD_SGT","6""",4,3+,2,6,1,"INFANTRY, GRENADES, IMPERIUM, TACTICUS, STERNGUARD VETERAN SQUAD, DEATHWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Sternguard-Veteran-Squad,5x1,100,5x2,200,x10,200,,
STORM_SPEEDER_HAILSTRIKE,Storm Speeder Hailstrike,HAILSTRIKE,"DEEP_STRIKE, DEADLY_DEMISE_D3","FRAGSTORM_GRENADE_LAUNCHER, ONSLAUGHT_GATLING_CANNON, TWIN_IRONHAIL_HEAVY_STUBBER, CLOSE_COMBAT_WEAPON_SPEEDERS","14""",9,3+,11,6,3,"VEHICLE, FLY, IMPERIUM, STORM SPEEDER HAILSTRIKE, FRAME, RAVENWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Storm-Speeder-Hailstrike,,105,,,,,,
STORM_SPEEDER_HAMMERSTRIKE,Storm Speeder Hammerstrike,HAMMERSTRIKE,"DEEP_STRIKE, DEADLY_DEMISE_D3","HAMMERSTRIKE_MISSILE_LAUNCHER, KRAKSTORM_GRENADE_LAUNCHER_X2, MELTA_DESTROYER, CLOSE_COMBAT_WEAPON_SPEEDERS","14""",9,3+,11,6,3,"VEHICLE, FLY, IMPERIUM, STORM SPEEDER HAMMERSTRIKE, FRAME, RAVENWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Storm-Speeder-Hammerstrike,,140,,,,,,
STORM_SPEEDER_THUNDERSTRIKE,Storm Speeder Thunderstrike,THUNDERSTRIKE,"DEEP_STRIKE, DEADLY_DEMISE_D3","STORMFURY_MISSILES, THUNDERSTRIKE_LAS_TALON, TWIN_ICARUS_ROCKET_POD, CLOSE_COMBAT_WEAPON_SPEEDERS","14""",9,3+,11,6,3,"VEHICLE, FLY, IMPERIUM, STORM SPEEDER THUNDERSTRIKE, FRAME, RAVENWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Storm-Speeder-Thunderstrike,,135,,,,,,
SUBODEN_KHAN,Suboden Khan,"SPEAR_OF_CHOGORIS, SKILLED_RIDERS, WRATH_OF_THE_FIRST_KHAN",LEADER_SUBODEN_KHAN,"HEAVY_BOLT_PISTOL_LEADERS, ONSLAUGHT_GATLING_CANNON_SUBODEN_KHAN, STORMTOOTH_LANCE, POWER_SWORD_SUBODEN_KHAN","12""",5,3+ / 4++,8,6,2,"MOUNTED, CHARACTER, EPIC HERO, IMPERIUM, GRENADES, CAPTAIN, SUBODEN KHAN, ADEPTUS ASTARTES, WHITE SCARS",https://wahapedia.ru/wh40k11ed/factions/space-marines/Suboden-Khan,,90,,,,,,
SUPPRESSOR_SQUAD,Suppressors,SUPPRESSION_FIRE,DEEP_STRIKE,"ACCELERATOR_AUTOCANNON, BOLT_PISTOL_INTERCESSORS, CLOSE_COMBAT_WEAPON_INTERCESSORS","12""",4,3+,2,6,1,"INFANTRY, GRENADES, SMOKE, JUMP PACK, FLY, IMPERIUM, SUPPRESSOR SQUAD",https://wahapedia.ru/wh40k11ed/factions/space-marines/Suppressor-Squad,,85,,,,,,
TECHMARINE,Techmarine,"TECHMARINE, BLESSING_OF_THE_OMNISSIAH, VENGEANCE_OF_THE_OMNISSIAH, LEADER_TECHMARINE",,"FORGE_BOLTER, GRAV_PISTOL, OMNISSIAN_POWER_AXE, SERVO_ARM","6""",4,2+,4,6,1,"INFANTRY, CHARACTER, GRENADES, IMPERIUM, TACTICUS, TECHMARINE",https://wahapedia.ru/wh40k11ed/factions/space-marines/Techmarine,x1,55,x2,110,,,,
TERMINATOR_ASSAULT_SQUAD,Terminator Assault,"TERMINATUS_ASSAULT, STORM_SHIELD_TERMINATORS, Teleport_Homer",DEEP_STRIKE,THUNDER_HAMMER_TERMINATORS,"5""",5,2+ / 4++,4,6,1,"INFANTRY, IMPERIUM, TERMINATORS, TERMINATOR ASSAULT SQUAD",https://wahapedia.ru/wh40k11ed/factions/space-marines/Terminator-Assault-Squad,x5,155,x10,310,,,,
TERMINATOR_SQUAD,Terminator Squad,"Teleport_Homer, FURY_OF_THE_FIRST",DEEP_STRIKE,"STORM_BOLTER_TERMINATORS, CYCLONE_MISSLINE_FRAG, CYCLONE_MISSLINE_KRAK, POWER_FIST_TERMINATORS","5""",5,2+ / 4++,3,6,1,"INFANTRY, IMPERIUM, TERMINATOR, TERMINATOR SQUAD, DEATHWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Terminator-Squad,x5,160,x10,320,,,,
URIEL_VENTRIS,Uriel Ventris,"UNORTHODOX_STRATEGIST, MASTER_OF_THE_FLEET",,"BOLT_PISTOL_LEADERS, INVICTUS, SWORD_OF_IDAEUS","6""",4,3+ / 4++,5,6,1,"INFANTRY, CHARACTER, EPIC HERO, IMPERIUM, TACTICUS, CAPTAIN, URIEL VENTRIS",https://wahapedia.ru/wh40k11ed/factions/space-marines/Uriel-Ventris,,105,,,,,,
VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,Vanguard Veteran Squad With Jump Packs,"VANGUARD_ASSAULT, STORM_SHIELD",DEEP_STRIKE,VANGUARD_VETERAN_WEAPON,"12""",4,3+ / 4++,2,6,1,"INFANTRY, GRENADES, JUMP PACK, FLY, IMPERIUM, VANGUARD VETERAN SQUAD, VANGUARD VETERAN SQUAD WITH JUMP PACKS, DEATHWING",https://wahapedia.ru/wh40k11ed/factions/space-marines/Vanguard-Veteran-Squad-With-Jump-Packs,,105,,,,,,
NEW_VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,Vanguard Veteran Squad with Jump Packs (New),"NEW_VANGUARD_ASSAULT, NEW_VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS_LOADOUT",DEEP STRIKE (New),"NEW_HEAVY_BOLT_PISTOL_VANGUARD_VETERANS, NEW_PLASMA_PISTOL_STANDARD_VANGUARD_VETERANS, NEW_PLASMA_PISTOL_SUPERCHARGE_VANGUARD_VETERANS, NEW_MASTER_CRAFTED_POWER_WEAPON_VANGUARD_VETERANS","12""",4,3+,2,6+,1,"INFANTRY, GRENADES, JUMP PACK, FLY, IMPERIUM, VANGUARD VETERAN SQUAD WITH JUMP PACKS",https://wahapedia.ru/wh40k11ed/factions/space-marines/Vanguard-Veteran-Squad-With-Jump-Packs,x5,105,5x2,,,,,
VICTRIX_HONOUR_GUARD,Victrix Honour Guard,"ULTRAMARINES_HONOUR_GUARD, GLORY_OF_ULTRAMAR",,"MASTER_CRAFTED_BOLT_CARBINE_VITRIX_ONLY, MASTER_CRAFTED_POWER_WEAPON_ANCIENT_AND_VITRIX_ONLY","6""",4,2+,3,6,2,"ALL MODELS: INFANTRY, IMPERIUM, TACTICUS, VICTRIX HONOUR GUARD",https://wahapedia.ru/wh40k11ed/factions/space-marines/Victrix-Honour-Guard,x3,110,x6,230,,,,
VICTRIX_HONOUR_GUARD_ANCIENT,Victrix with Ancient,"ULTRAMARINES_HONOUR_GUARD, GLORY_OF_ULTRAMAR, BANNER_OF_MACRAGGE",,"MASTER_CRAFTED_BOLT_CARBINE_VITRIX_ONLY, MASTER_CRAFTED_POWER_WEAPON_ANCIENT_AND_VITRIX_ONLY","6""",4,2+,3,6,2,"ALL MODELS: INFANTRY, IMPERIUM, TACTICUS, VICTRIX HONOUR GUARD | CHAPTER ANCIENT: EPIC HERO, ANCIENT",https://wahapedia.ru/wh40k11ed/factions/space-marines/Victrix-Honour-Guard,x3,110,x6,230,,,,
VICTRIX_HONOUR_GUARD_CHAMPION,Victrix with Champion,"ULTRAMARINES_HONOUR_GUARD, GLORY_OF_ULTRAMAR",,"MASTER_CRAFTED_BOLT_CARBINE_VITRIX_ONLY, BLADES_OF_HONOUR_CHAMPION, MASTER_CRAFTED_POWER_WEAPON_ANCIENT_AND_VITRIX_ONLY","6""",4,2+,3,6,2,"ALL MODELS: INFANTRY, IMPERIUM, TACTICUS, VICTRIX HONOUR GUARD | CHAPTER CHAMPION: EPIC HERO, CHAMPION",https://wahapedia.ru/wh40k11ed/factions/space-marines/Victrix-Honour-Guard,x3,110,x6,230,,,,
VICTRIX_HONOUR_GUARD_CHAMPION_ANCIENT,Victrix with Champion & Ancient,"ULTRAMARINES_HONOUR_GUARD, GLORY_OF_ULTRAMAR, BANNER_OF_MACRAGGE",,"MASTER_CRAFTED_BOLT_CARBINE_VITRIX_ONLY, BLADES_OF_HONOUR_CHAMPION, MASTER_CRAFTED_POWER_WEAPON_ANCIENT_AND_VITRIX_ONLY","6""",4,2+,3,6,2,"ALL MODELS: INFANTRY, IMPERIUM, TACTICUS, VICTRIX HONOUR GUARD | CHAPTER ANCIENT: EPIC HERO, ANCIENT | CHAPTER CHAMPION: EPIC HERO, CHAMPION",https://wahapedia.ru/wh40k11ed/factions/space-marines/Victrix-Honour-Guard,x3,110,x6,230,,,,
VULKAN_HESTAN,Vulkan He’stan,"FORGEFATHER, SEEKER_OF_THE_UNFOUND, INSPIRING_COMMANDER_VULKAN",FEEL_NO_PAIN_6,"BOLT_PISTOL_LEADERS, GAUNTLET_OF_THE_FORGE, SPEAR_OF_VULKAN","6""",4,2+ / 4++,5,6,1,"INFANTRY, CHARACTER, EPIC HERO, GRENADES, IMPERIUM, CAPTAIN, VULKAN HE’STAN",https://wahapedia.ru/wh40k11ed/factions/space-marines/Vulkan-He-stan,,95,,,,,,
