Weapon_ID,Weapon_Ability_ID,Ability_Type,Target,Value,Condition,Separator_Before,Sort_Order
THUMP_GUN_SQUIGOSAUR,THUMP_GUN_SQUIGOSAUR:ability_1,ANTI,MONSTER/VEHICLE,4+,,,1
BEASTCHOPPA_STANDARD,BEASTCHOPPA_STANDARD:ability_1,CLEAVE,,1,,,1
BEASTCHOPPA_HUNTER,BEASTCHOPPA_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
UGE_CHOPPA,UGE_CHOPPA:ability_1,CLEAVE,,2,,,1
KUSTOM_MEGA_BLASTA_MEK,KUSTOM_MEGA_BLASTA_MEK:ability_1,HAZARDOUS,,,,,1
TELLEPORT_BLASTA,TELLEPORT_BLASTA:ability_1,BLAST,,1,,,1
MULTI_BUSTA_LAUNCHA_DAKKA,MULTI_BUSTA_LAUNCHA_DAKKA:ability_1,IGNORES COVER,,,,,1
MULTI_BUSTA_LAUNCHA_DAKKA,MULTI_BUSTA_LAUNCHA_DAKKA:ability_2,LETHAL HITS,,,,", ",2
BOOMSLIKKA,BOOMSLIKKA:ability_1,ASSAULT,,,,,1
BOOMSLIKKA,BOOMSLIKKA:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
SNAGGA_KLAW_R,SNAGGA_KLAW_R:ability_1,ASSAULT,,,,,1
SNAGGA_KLAW_R,SNAGGA_KLAW_R:ability_2,PRECISION,,,,", ",2
BEAST_SNAGGA_KLAW_PAINBOSS,BEAST_SNAGGA_KLAW_PAINBOSS:ability_1,ANTI,MONSTER/VEHICLE,4+,,,1
SADDLEGITS_SHIV,SADDLEGITS_SHIV:ability_1,ASSAULT,,,,,1
SQUIGS_JAWS,SQUIGS_JAWS:ability_1,EXTRA ATTACKS,,,,,1
GAZE_OF_GORK_GLARE,GAZE_OF_GORK_GLARE:ability_1,BLAST,,1,,,1
DUAL_SUPA_SHOOTA,DUAL_SUPA_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
DUAL_SUPA_SHOOTA,DUAL_SUPA_SHOOTA:ability_2,RAPID FIRE,,4,,", ",2
EXTRA_DAKKA,EXTRA_DAKKA:ability_1,ASSAULT,,,,,1
EXTRA_DAKKA,EXTRA_DAKKA:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
EXTRA_DAKKA,EXTRA_DAKKA:ability_3,SUSTAINED HITS,,1,,", ",3
RIVET_KANNON_AIMED,RIVET_KANNON_AIMED:ability_1,ANTI,INFANTRY,4+,,,1
RIVET_KANNON_AIMED,RIVET_KANNON_AIMED:ability_2,ASSAULT,,,,", ",2
RIVET_KANNON_AIMED,RIVET_KANNON_AIMED:ability_3,DEVASTATING WOUNDS,,,INFANTRY,", ",3
RIVET_KANNON_PB,RIVET_KANNON_PB:ability_1,ANTI,INFANTRY,4+,,,1
RIVET_KANNON_PB,RIVET_KANNON_PB:ability_2,ASSAULT,,,,", ",2
RIVET_KANNON_PB,RIVET_KANNON_PB:ability_3,DEVASTATING WOUNDS,,,INFANTRY,", ",3
RIVET_KANNON_PB,RIVET_KANNON_PB:ability_4,TORRENT,,,,", ",4
MEK_SPESHUL_AIMED,MEK_SPESHUL_AIMED:ability_1,ASSAULT,,,,,1
MEK_SPESHUL_AIMED,MEK_SPESHUL_AIMED:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
MEK_SPESHUL_AIMED,MEK_SPESHUL_AIMED:ability_3,SUSTAINED HITS,,1,,", ",3
MEK_SPESHUL_PB,MEK_SPESHUL_PB:ability_1,ASSAULT,,,,,1
MEK_SPESHUL_PB,MEK_SPESHUL_PB:ability_2,TORRENT,,,,", ",2
SAWN_OFF_SHOTGUN,SAWN_OFF_SHOTGUN:ability_1,ASSAULT,,,,,1
SAWN_OFF_SHOTGUN,SAWN_OFF_SHOTGUN:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
SQUIG_LAUNCHAS,SQUIG_LAUNCHAS:ability_1,IGNORES COVER,,,,,1
SAW_BLADES_BUGGY,SAW_BLADES_BUGGY:ability_1,CLEAVE,,1,,,1
BIG_SHOOTA_MA,BIG_SHOOTA_MA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
BIG_SHOOTA_MA,BIG_SHOOTA_MA:ability_2,RAPID FIRE,,2,,", ",2
HUNTER_CHOPPA,HUNTER_CHOPPA:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
STIKKA,STIKKA:ability_1,ANTI,MONSTER,4+,,,1
STIKKA,STIKKA:ability_2,ANTI,VEHICLE,4+,,", ",2
STIKKA_RANGED_SQUIG,STIKKA_RANGED_SQUIG:ability_1,ASSAULT,,,,,1
STIKKA_RANGED_SQUIG,STIKKA_RANGED_SQUIG:ability_2,ANTI,MONSTER,4+,,", ",2
STIKKA_RANGED_SQUIG,STIKKA_RANGED_SQUIG:ability_3,ANTI,VEHICLE,4+,,", ",3
BUSTA_ROKKIT_STANDARD,BUSTA_ROKKIT_STANDARD:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
BUSTA_ROKKIT_HUNTER,BUSTA_ROKKIT_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
BUBBLECHUKKA,BUBBLECHUKKA:ability_1,BLAST,,3,,,1
BUBBLECHUKKA,BUBBLECHUKKA:ability_2,LETHAL HITS,,,,", ",2
KUSTOM_MEGA_KANNON,KUSTOM_MEGA_KANNON:ability_1,BLAST,,1,,,1
KUSTOM_MEGA_KANNON,KUSTOM_MEGA_KANNON:ability_2,HAZARDOUS,,,,", ",2
SMASHA_GUN,SMASHA_GUN:ability_1,BLAST,,1,,,1
TRAKTOR_KANNON,TRAKTOR_KANNON:ability_1,ANTI,FLY,2+,,,1
DUAL_WAZBOM_MEGA_KANNON,DUAL_WAZBOM_MEGA_KANNON:ability_1,BLAST,,1,,,1
DUAL_WAZBOM_MEGA_KANNON,DUAL_WAZBOM_MEGA_KANNON:ability_2,HAZARDOUS,,,,", ",2
SKORCHA_MISSILE_RACK,SKORCHA_MISSILE_RACK:ability_1,BLAST,,1,,,1
SKORCHA_MISSILE_RACK,SKORCHA_MISSILE_RACK:ability_2,IGNORES COVER,,,,", ",2
ROKKIT_PISTOL_X2_TANKBUSTAS,ROKKIT_PISTOL_X2_TANKBUSTAS:ability_1,PISTOL,,,,,1
BIG_SHOOTA_BATTLEWAGON,BIG_SHOOTA_BATTLEWAGON:ability_1,RAPID FIRE,,2,,,1
BLASTA_GRETCHIN,BLASTA_GRETCHIN:ability_1,CLOSE-QUARTERS,,,,,1
SHOKK_ATTACK_GUN_BIG_MEK_WITH_SHOKK_ATTACK_GUN,SHOKK_ATTACK_GUN_BIG_MEK_WITH_SHOKK_ATTACK_GUN:ability_1,BLAST,,,,,1
SHOKK_ATTACK_GUN_BIG_MEK_WITH_SHOKK_ATTACK_GUN,SHOKK_ATTACK_GUN_BIG_MEK_WITH_SHOKK_ATTACK_GUN:ability_2,HEAVY,,,,", ",2
GUTRIPPA_HUNTER,GUTRIPPA_HUNTER:ability_2,LETHAL HITS,,,,", ",2
